"LOCATION","Country","TYPE_VAR","Type of indicator","VARIABLE","Indicator","WB","Current/Future Well-being","SEX","Sex","AGE","Age","EDUCATION","Education","TIME","Time","Value","Flag Codes","Flags"
"BRA","Brazil","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",63.0565919382852,,
"BRA","Brazil","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",59.777632761825,,
"BRA","Brazil","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",63.3319520440986,,
"BRA","Brazil","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",67.9962850994654,,
"BRA","Brazil","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",65.8022802753254,,
"BRA","Brazil","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",58.916488229401,,
"BRA","Brazil","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",54.0729437631554,,
"BRA","Brazil","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2021","2021",51.0711476866665,,
"BRA","Brazil","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2022","2022",51.402692778813,,
"CHL","Chile","AVERAGE","Average","1_3","Household wealth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",34126,,
"CHL","Chile","AVERAGE","Average","1_3","Household wealth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",45093,,
"CHL","Chile","AVERAGE","Average","1_3","Household wealth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",58935,,
"CHL","Chile","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",63.9558960150556,,
"CHL","Chile","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",65.0919376949169,,
"CHL","Chile","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",66.3026100507242,,
"CHL","Chile","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",67.3967125211365,,
"CHL","Chile","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",68.1966983691062,,
"CHL","Chile","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",67.1013707475485,,
"CHL","Chile","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",69.2403074309364,"B","Break"
"CHL","Chile","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",71.2773101441166,,
"CHL","Chile","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",72.0541476604789,,
"CHL","Chile","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",72.7294865754678,,
"CHL","Chile","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",72.4912458514796,,
"CHL","Chile","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",72.5411534668874,,
"CHL","Chile","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",72.1896871658496,,
"CHL","Chile","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",72.5028963313634,,
"CHL","Chile","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",72.580890929647,,
"CHL","Chile","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",72.5626232200558,,
"CHL","Chile","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",64.9275963850746,,
"CHL","Chile","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2021","2021",67.6241081287998,,
"CHL","Chile","AVERAGE","Average","2_5","Labour market insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",8.5549373626709,,
"CHL","Chile","AVERAGE","Average","2_5","Labour market insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",8.27348899841309,,
"CHL","Chile","AVERAGE","Average","2_5","Labour market insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",6.84082078933716,,
"CHL","Chile","AVERAGE","Average","2_5","Labour market insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",6.7834997177124,,
"CHL","Chile","AVERAGE","Average","2_5","Labour market insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",6.90473031997681,,
"CHL","Chile","AVERAGE","Average","2_5","Labour market insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",7.01736211776733,,
"CHL","Chile","AVERAGE","Average","3_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",15.1,,
"CHL","Chile","AVERAGE","Average","3_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",24.9,,
"CHL","Chile","AVERAGE","Average","3_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",60.42085797,,
"CHL","Chile","AVERAGE","Average","3_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",61.56860534,,
"CHL","Chile","AVERAGE","Average","3_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",66.49402139,"B","Break"
"CHL","Chile","AVERAGE","Average","3_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",71.55808871,,
"CHL","Chile","AVERAGE","Average","3_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",79.29779525,,
"CHL","Chile","AVERAGE","Average","3_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",87.53899513,,
"CHL","Chile","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",77.4,,
"CHL","Chile","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",77.6,,
"CHL","Chile","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",77.8,,
"CHL","Chile","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",78.1,,
"CHL","Chile","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",78.3,,
"CHL","Chile","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",78.5,,
"CHL","Chile","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",78.7,,
"CHL","Chile","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",79,,
"CHL","Chile","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",79.2,,
"CHL","Chile","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",79.4,,
"CHL","Chile","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",79.6,,
"CHL","Chile","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",79.8,,
"CHL","Chile","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",80,,
"CHL","Chile","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",80.2,,
"CHL","Chile","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",80.4,,
"CHL","Chile","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",80.6,,
"CHL","Chile","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",80.8,,
"CHL","Chile","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2021","2021",81,"P","Provisional value"
"CHL","Chile","AVERAGE","Average","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",52.6,,
"CHL","Chile","AVERAGE","Average","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",59.1,"B","Break"
"CHL","Chile","AVERAGE","Average","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",64.5,"B","Break"
"CHL","Chile","AVERAGE","Average","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",57.4,"D","Difference in methodology"
"CHL","Chile","AVERAGE","Average","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",59.7,"D","Difference in methodology"
"CHL","Chile","AVERAGE","Average","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",50.5,,
"CHL","Chile","AVERAGE","Average","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2021","2021",50.5,"B","Break"
"CHL","Chile","AVERAGE","Average","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",28.6410388946533,,
"CHL","Chile","AVERAGE","Average","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",25.3051013946533,,
"CHL","Chile","AVERAGE","Average","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",26.0599784851074,,
"CHL","Chile","AVERAGE","Average","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",24.7858142852783,,
"CHL","Chile","AVERAGE","Average","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",25.989221572876,,
"CHL","Chile","AVERAGE","Average","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",26.9960918426514,,
"CHL","Chile","AVERAGE","Average","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",25.5660076141357,,
"CHL","Chile","AVERAGE","Average","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",23.9278450012207,,
"CHL","Chile","AVERAGE","Average","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",21.193531036377,,
"CHL","Chile","AVERAGE","Average","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",18.1823768615723,,
"CHL","Chile","AVERAGE","Average","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",17.3351135253906,,
"CHL","Chile","AVERAGE","Average","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",17.6021862030029,,
"CHL","Chile","AVERAGE","Average","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",17.7680549621582,,
"CHL","Chile","AVERAGE","Average","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",17.5141563415527,,
"CHL","Chile","AVERAGE","Average","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",17.7262554168701,,
"CHL","Chile","AVERAGE","Average","6_1","Student skills (reading)","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",442.091345687437,,
"CHL","Chile","AVERAGE","Average","6_1","Student skills (reading)","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",449.36960714808,,
"CHL","Chile","AVERAGE","Average","6_1","Student skills (reading)","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",441.398163887605,,
"CHL","Chile","AVERAGE","Average","6_1","Student skills (reading)","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",458.570876114578,,
"CHL","Chile","AVERAGE","Average","6_1","Student skills (reading)","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",452.272554183497,,
"CHL","Chile","AVERAGE","Average","6_2","Student skills (maths)","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",411.350338565367,,
"CHL","Chile","AVERAGE","Average","6_2","Student skills (maths)","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",421.060473175213,,
"CHL","Chile","AVERAGE","Average","6_2","Student skills (maths)","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",422.632355512398,,
"CHL","Chile","AVERAGE","Average","6_2","Student skills (maths)","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",422.671357892647,,
"CHL","Chile","AVERAGE","Average","6_2","Student skills (maths)","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",417.406556308579,,
"CHL","Chile","AVERAGE","Average","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",82.8242279616084,,
"CHL","Chile","AVERAGE","Average","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",80.7259502402711,,
"CHL","Chile","AVERAGE","Average","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",79.719189961402,,
"CHL","Chile","AVERAGE","Average","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",82.6320435817812,,
"CHL","Chile","AVERAGE","Average","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",85.2332458775738,,
"CHL","Chile","AVERAGE","Average","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",81.8331278605393,,
"CHL","Chile","AVERAGE","Average","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",85.1142964231702,,
"CHL","Chile","AVERAGE","Average","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",85.7472438833677,,
"CHL","Chile","AVERAGE","Average","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",85.2860414124551,,
"CHL","Chile","AVERAGE","Average","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",82.4603596619671,,
"CHL","Chile","AVERAGE","Average","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",83.954917559635,,
"CHL","Chile","AVERAGE","Average","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",87.8366503919672,,
"CHL","Chile","AVERAGE","Average","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",88.7504363912638,,
"CHL","Chile","AVERAGE","Average","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",86.4470673701714,,
"CHL","Chile","AVERAGE","Average","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",88.1998835762606,,
"CHL","Chile","AVERAGE","Average","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2021","2021",88.599720683716,,
"CHL","Chile","AVERAGE","Average","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2022","2022",88.2549844106435,,
"CHL","Chile","AVERAGE","Average","8_1","Having a say in government","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",59.2579184219878,,
"CHL","Chile","AVERAGE","Average","8_2","Voter turnout ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",87.12,,
"CHL","Chile","AVERAGE","Average","8_2","Voter turnout ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",86.94,,
"CHL","Chile","AVERAGE","Average","8_2","Voter turnout ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",41.98,,
"CHL","Chile","AVERAGE","Average","8_2","Voter turnout ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",46.7,,
"CHL","Chile","AVERAGE","Average","8_2","Voter turnout ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2021","2021",55.64,,
"CHL","Chile","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",5.4,,
"CHL","Chile","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",5.8,,
"CHL","Chile","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",5.5,,
"CHL","Chile","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",4.5,,
"CHL","Chile","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",4.1,,
"CHL","Chile","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",5.1,,
"CHL","Chile","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",4.4,,
"CHL","Chile","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",4.4,,
"CHL","Chile","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",3.8,,
"CHL","Chile","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",3.7,,
"CHL","Chile","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",4.5,,
"CHL","Chile","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",4.2,,
"CHL","Chile","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",3.7,,
"CHL","Chile","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",3,,
"CHL","Chile","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",2.4,,
"CHL","Chile","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",38.414326810026,,
"CHL","Chile","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",39.5194817939042,,
"CHL","Chile","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",46.0952979968375,,
"CHL","Chile","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",41.692960464866,,
"CHL","Chile","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",46.2823629065358,,
"CHL","Chile","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",54.367346066573,,
"CHL","Chile","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",56.694193917053,,
"CHL","Chile","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",50.3169775284668,,
"CHL","Chile","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",54.7808825884461,,
"CHL","Chile","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",50.2416773937782,,
"CHL","Chile","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",48.3547166639634,,
"CHL","Chile","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",45.2486926468583,,
"CHL","Chile","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",47.3854222159256,,
"CHL","Chile","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",47.961321752484,,
"CHL","Chile","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",40.685209521012,,
"CHL","Chile","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2021","2021",43.1451984345044,,
"CHL","Chile","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2022","2022",36.492499098756,,
"CHL","Chile","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",14.273511094374,"E","Estimated value"
"CHL","Chile","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",13.077381227809,"E","Estimated value"
"CHL","Chile","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",13.151956344322,"E","Estimated value"
"CHL","Chile","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",12.95981204092,"E","Estimated value"
"CHL","Chile","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",13.873197061183,"E","Estimated value"
"CHL","Chile","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",11.604709130542,,
"CHL","Chile","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",12.130853583703,,
"CHL","Chile","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",11.846419173487,,
"CHL","Chile","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",11.345206071422,,
"CHL","Chile","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",11.94078867802,"E","Estimated value"
"CHL","Chile","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",11.895916130868,"E","Estimated value"
"CHL","Chile","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",11.88553627612,"E","Estimated value"
"CHL","Chile","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",11.988673840752,"E","Estimated value"
"CHL","Chile","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",10.451055616338,"E","Estimated value"
"CHL","Chile","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",10.425885420319,"E","Estimated value"
"CHL","Chile","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",10.32594178032,"E; B","Estimated value; Break"
"CHL","Chile","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",9.2197112698893,"E","Estimated value"
"CHL","Chile","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2021","2021",10.427696653426,"E","Estimated value"
"CHL","Chile","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",17.8,,
"CHL","Chile","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",18.4,,
"CHL","Chile","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",16.8,,
